"subject","condition_num","time_bin","condition","fix","total_fix"
"11795650",0.5,100,"cohort",12,47
"11795650",0.5,200,"cohort",12,41
"11795650",0.5,300,"cohort",14,36
"11795650",0.5,400,"cohort",7,35
"11795650",0.5,500,"cohort",8,37
"11795650",0.5,600,"cohort",8,24
"11795650",0.5,700,"cohort",4,29
"11795650",0.5,800,"cohort",0,12
"11795650",0.5,900,"cohort",0,13
"11795650",0.5,1000,"cohort",0,9
"11795650",0.5,1100,"cohort",0,5
"11795650",0.5,1200,"cohort",0,3
"11795650",0.5,1300,"cohort",0,4
"11795650",0.5,1400,"cohort",0,3
"11795650",0.5,1500,"cohort",0,1
"11795650",0.5,1600,"cohort",0,1
"11795650",0.5,1800,"cohort",0,1
"11795671",-0.5,-100,"unrelated",9,43
"11795671",-0.5,0,"unrelated",8,38
"11795671",-0.5,100,"unrelated",10,36
"11795671",-0.5,200,"unrelated",10,40
"11795671",-0.5,300,"unrelated",10,44
"11795671",-0.5,400,"unrelated",9,38
"11795671",-0.5,500,"unrelated",6,35
"11795671",-0.5,600,"unrelated",9,40
"11795671",-0.5,700,"unrelated",6,46
"11795671",-0.5,800,"unrelated",6,38
"11795671",-0.5,900,"unrelated",4,40
"11795671",-0.5,1000,"unrelated",5,29
"11795671",-0.5,1100,"unrelated",8,26
"11795671",-0.5,1200,"unrelated",3,29
"11795671",-0.5,1300,"unrelated",5,25
"11795671",-0.5,1400,"unrelated",1,23
"11795671",-0.5,1500,"unrelated",2,21
"11795671",-0.5,1600,"unrelated",0,12
"11795671",-0.5,1700,"unrelated",0,10
"11795671",-0.5,1800,"unrelated",0,8
"11795671",-0.5,1900,"unrelated",0,7
"11795671",0.5,-100,"cohort",7,43
"11795671",0.5,0,"cohort",11,38
"11795671",0.5,100,"cohort",7,36
"11795671",0.5,200,"cohort",7,40
"11795671",0.5,300,"cohort",9,44
"11795671",0.5,400,"cohort",9,38
"11795671",0.5,500,"cohort",5,35
"11795671",0.5,600,"cohort",6,40
"11795671",0.5,700,"cohort",9,46
"11795671",0.5,800,"cohort",5,38
"11795671",0.5,900,"cohort",6,40
"11795671",0.5,1000,"cohort",4,29
"11795671",0.5,1100,"cohort",2,26
"11795671",0.5,1200,"cohort",3,29
"11795671",0.5,1300,"cohort",2,25
"11795671",0.5,1400,"cohort",3,23
"11795671",0.5,1500,"cohort",2,21
"11795671",0.5,1600,"cohort",2,12
"11795671",0.5,1700,"cohort",3,10
"11795671",0.5,1800,"cohort",2,8
"11795671",0.5,1900,"cohort",2,7
"11796749",-0.5,-100,"unrelated",24,75
"11796749",-0.5,0,"unrelated",27,72
"11796749",-0.5,100,"unrelated",21,64
"11796749",-0.5,200,"unrelated",9,56
"11796749",-0.5,300,"unrelated",6,70
"11796749",-0.5,400,"unrelated",6,68
"11796749",-0.5,500,"unrelated",10,78
"11796749",-0.5,600,"unrelated",11,79
"11796749",-0.5,700,"unrelated",5,73
"11796749",-0.5,800,"unrelated",1,61
"11796749",-0.5,900,"unrelated",5,54
"11796749",-0.5,1000,"unrelated",3,43
"11796749",-0.5,1100,"unrelated",3,30
"11796749",-0.5,1200,"unrelated",3,18
"11796749",-0.5,1300,"unrelated",1,11
"11796749",-0.5,1400,"unrelated",1,11
"11796749",-0.5,1500,"unrelated",2,6
"11796749",-0.5,1600,"unrelated",1,6
"11796749",-0.5,1700,"unrelated",3,7
"11796749",-0.5,1800,"unrelated",2,6
"11796749",-0.5,1900,"unrelated",0,4
"11796749",0.5,-100,"cohort",12,75
"11796749",0.5,0,"cohort",11,72
"11796749",0.5,100,"cohort",14,64
"11796749",0.5,200,"cohort",12,56
"11796749",0.5,300,"cohort",22,70
"11796749",0.5,400,"cohort",12,68
"11796749",0.5,500,"cohort",13,78
"11796749",0.5,600,"cohort",8,79
"11796749",0.5,700,"cohort",7,73
"11796749",0.5,800,"cohort",4,61
"11796749",0.5,900,"cohort",5,54
"11796749",0.5,1000,"cohort",5,43
"11796749",0.5,1100,"cohort",2,30
"11796749",0.5,1200,"cohort",1,18
"11796749",0.5,1300,"cohort",2,11
"11796749",0.5,1400,"cohort",3,11
"11796749",0.5,1500,"cohort",1,6
"11796749",0.5,1600,"cohort",1,6
"11796749",0.5,1700,"cohort",0,7
"11796749",0.5,1800,"cohort",0,6
"11796749",0.5,1900,"cohort",0,4
"11796756",-0.5,-100,"unrelated",21,90
"11796756",-0.5,0,"unrelated",27,85
"11796756",-0.5,100,"unrelated",26,81
"11796756",-0.5,200,"unrelated",18,92
"11796756",-0.5,300,"unrelated",15,101
"11796756",-0.5,400,"unrelated",11,103
"11796756",-0.5,500,"unrelated",11,108
"11796756",-0.5,600,"unrelated",7,106
"11796756",-0.5,700,"unrelated",5,93
"11796756",-0.5,800,"unrelated",7,81
"11796756",-0.5,900,"unrelated",9,64
"11796756",-0.5,1000,"unrelated",6,52
"11796756",-0.5,1100,"unrelated",5,38
"11796756",-0.5,1200,"unrelated",3,25
"11796756",-0.5,1300,"unrelated",3,19
"11796756",-0.5,1400,"unrelated",3,14
"11796756",-0.5,1500,"unrelated",3,10
"11796756",-0.5,1600,"unrelated",3,9
"11796756",-0.5,1700,"unrelated",0,5
"11796756",-0.5,1800,"unrelated",0,3
"11796756",-0.5,1900,"unrelated",0,2
"11796756",0.5,-100,"cohort",33,90
"11796756",0.5,0,"cohort",22,85
"11796756",0.5,100,"cohort",19,81
"11796756",0.5,200,"cohort",32,92
"11796756",0.5,300,"cohort",32,101
"11796756",0.5,400,"cohort",28,103
"11796756",0.5,500,"cohort",18,108
"11796756",0.5,600,"cohort",12,106
"11796756",0.5,700,"cohort",5,93
"11796756",0.5,800,"cohort",3,81
"11796756",0.5,900,"cohort",0,64
"11796756",0.5,1000,"cohort",1,52
"11796756",0.5,1100,"cohort",3,38
"11796756",0.5,1200,"cohort",4,25
"11796756",0.5,1300,"cohort",0,19
"11796756",0.5,1400,"cohort",0,14
"11796756",0.5,1500,"cohort",0,10
"11796756",0.5,1600,"cohort",0,9
"11796756",0.5,1700,"cohort",0,5
"11796756",0.5,1800,"cohort",0,3
"11796756",0.5,1900,"cohort",0,2
"11796779",-0.5,-100,"unrelated",31,111
"11796779",-0.5,0,"unrelated",30,112
"11796779",-0.5,100,"unrelated",26,107
"11796779",-0.5,200,"unrelated",27,113
"11796779",-0.5,300,"unrelated",24,110
"11796779",-0.5,400,"unrelated",14,115
"11796779",-0.5,500,"unrelated",0,104
"11796779",-0.5,600,"unrelated",3,106
"11796779",-0.5,700,"unrelated",0,85
"11796779",-0.5,800,"unrelated",0,73
"11796779",-0.5,900,"unrelated",0,56
"11796779",-0.5,1000,"unrelated",0,28
"11796779",-0.5,1100,"unrelated",0,10
"11796779",-0.5,1200,"unrelated",0,6
"11796779",0.5,-100,"cohort",24,111
"11796779",0.5,0,"cohort",22,112
"11796779",0.5,100,"cohort",18,107
"11796779",0.5,200,"cohort",19,113
"11796779",0.5,300,"cohort",18,110
"11796779",0.5,400,"cohort",33,115
"11796779",0.5,500,"cohort",38,104
"11796779",0.5,600,"cohort",28,106
"11796779",0.5,700,"cohort",19,85
"11796779",0.5,800,"cohort",3,73
"11796779",0.5,900,"cohort",0,56
"11796779",0.5,1000,"cohort",0,28
"11796779",0.5,1100,"cohort",0,10
"11796779",0.5,1200,"cohort",0,6
